domain	tier	tier_name	control_axis	physical_path	rationale	review_status
urogenital-continuity	C2	可能性源体维护层	生命载体维护	domains/c2-source-maintenance/urogenital-continuity	直接维护身体、脑、器官、衰老、损伤或生命系统这些可能性源体。	heuristic-v0.1
uterine-fibroids-bleeding-anemia-fertility-continuity	C2	可能性源体维护层	生命载体维护	domains/c2-source-maintenance/uterine-fibroids-bleeding-anemia-fertility-continuity	关键词显示该域主要维护身体、脑、器官、细胞、急性生命风险或衰老损伤控制。	heuristic-v0.1
utility-affordability-shutoff-protection-continuity	C5	可能性生态承载层	外部生态承载	domains/c5-ecological-substrate/utility-affordability-shutoff-protection-continuity	主要提供主体展开未来所需的基础环境、资源、治理或基础设施。	heuristic-v0.1
vaccination-campaign-booster-delivery-continuity	C6	局部可能性解锁层	局部阻塞解除	domains/c6-local-unlocking/vaccination-campaign-booster-delivery-continuity	未命中更高层边界、载体、能力、转换或生态规则，暂归为具体场景的局部可能性解锁。	heuristic-v0.1
vector-borne-disease-environmental-control	C6	局部可能性解锁层	局部阻塞解除	domains/c6-local-unlocking/vector-borne-disease-environmental-control	未命中更高层边界、载体、能力、转换或生态规则，暂归为具体场景的局部可能性解锁。	heuristic-v0.1
venomous-bites-stings-envenomation-continuity	C6	局部可能性解锁层	局部阻塞解除	domains/c6-local-unlocking/venomous-bites-stings-envenomation-continuity	未命中更高层边界、载体、能力、转换或生态规则，暂归为具体场景的局部可能性解锁。	heuristic-v0.1
venous-thromboembolism-pulmonary-embolism-continuity	C6	局部可能性解锁层	局部阻塞解除	domains/c6-local-unlocking/venous-thromboembolism-pulmonary-embolism-continuity	未命中更高层边界、载体、能力、转换或生态规则，暂归为具体场景的局部可能性解锁。	heuristic-v0.1
verifiable-credential-wallet-interoperability	C3	可能性生成引擎层	主体能力生成	domains/c3-generation-engine/verifiable-credential-wallet-interoperability	关键词显示该域主要增强认知、学习、工具、AI、技能或沟通能力。	heuristic-v0.1
vestibular-balance-spatial-orientation	C2	可能性源体维护层	生命载体维护	domains/c2-source-maintenance/vestibular-balance-spatial-orientation	直接维护身体、脑、器官、衰老、损伤或生命系统这些可能性源体。	heuristic-v0.1
vestibular-migraine-dizziness-sensory-load-continuity	C2	可能性源体维护层	生命载体维护	domains/c2-source-maintenance/vestibular-migraine-dizziness-sensory-load-continuity	关键词显示该域主要维护身体、脑、器官、细胞、急性生命风险或衰老损伤控制。	heuristic-v0.1
vestibular-neuritis-labyrinthitis-acute-vertigo-continuity	C2	可能性源体维护层	生命载体维护	domains/c2-source-maintenance/vestibular-neuritis-labyrinthitis-acute-vertigo-continuity	关键词显示该域主要维护身体、脑、器官、细胞、急性生命风险或衰老损伤控制。	heuristic-v0.1
vestibular-ototoxicity-medication-chemical-risk-continuity	C2	可能性源体维护层	生命载体维护	domains/c2-source-maintenance/vestibular-ototoxicity-medication-chemical-risk-continuity	关键词显示该域主要维护身体、脑、器官、细胞、急性生命风险或衰老损伤控制。	heuristic-v0.1
vestibular-rehabilitation-balance-compensation-continuity	C2	可能性源体维护层	生命载体维护	domains/c2-source-maintenance/vestibular-rehabilitation-balance-compensation-continuity	关键词显示该域主要维护身体、脑、器官、细胞、急性生命风险或衰老损伤控制。	heuristic-v0.1
veterans-health-benefits-navigation-continuity	C4	可能性转换通道层	路径转换接口	domains/c4-conversion-channel/veterans-health-benefits-navigation-continuity	关键词显示该域主要处理研究、数据、模型、服务入口、身份记录、转化或治理接口。	heuristic-v0.1
veterinary-care-access-cost-continuity	C6	局部可能性解锁层	局部阻塞解除	domains/c6-local-unlocking/veterinary-care-access-cost-continuity	未命中更高层边界、载体、能力、转换或生态规则，暂归为具体场景的局部可能性解锁。	heuristic-v0.1
victim-witness-rights-notification-continuity	C6	局部可能性解锁层	局部阻塞解除	domains/c6-local-unlocking/victim-witness-rights-notification-continuity	未命中更高层边界、载体、能力、转换或生态规则，暂归为具体场景的局部可能性解锁。	heuristic-v0.1
vision-eye-health-continuity	C2	可能性源体维护层	生命载体维护	domains/c2-source-maintenance/vision-eye-health-continuity	直接维护身体、脑、器官、衰老、损伤或生命系统这些可能性源体。	heuristic-v0.1
vital-records-life-event-continuity	C4	可能性转换通道层	路径转换接口	domains/c4-conversion-channel/vital-records-life-event-continuity	关键词显示该域主要处理研究、数据、模型、服务入口、身份记录、转化或治理接口。	heuristic-v0.1
voice-call-caller-id-authentication-continuity	C6	局部可能性解锁层	局部阻塞解除	domains/c6-local-unlocking/voice-call-caller-id-authentication-continuity	未命中更高层边界、载体、能力、转换或生态规则，暂归为具体场景的局部可能性解锁。	heuristic-v0.1
voice-disorders-phonation-communication-continuity	C3	可能性生成引擎层	主体能力生成	domains/c3-generation-engine/voice-disorders-phonation-communication-continuity	关键词显示该域主要增强认知、学习、工具、AI、技能或沟通能力。	heuristic-v0.1
volcanic-ashfall-geohazard-continuity	C5	可能性生态承载层	外部生态承载	domains/c5-ecological-substrate/volcanic-ashfall-geohazard-continuity	关键词显示该域主要承载能源、水、食物、住房、治理、经济、通信、灾害或基础设施环境。	heuristic-v0.1
volunteering-civic-service-participation-continuity	C5	可能性生态承载层	外部生态承载	domains/c5-ecological-substrate/volunteering-civic-service-participation-continuity	关键词显示该域主要承载能源、水、食物、住房、治理、经济、通信、灾害或基础设施环境。	heuristic-v0.1
vulvovaginal-pain-infection-sexual-function-continuity	C2	可能性源体维护层	生命载体维护	domains/c2-source-maintenance/vulvovaginal-pain-infection-sexual-function-continuity	关键词显示该域主要维护身体、脑、器官、细胞、急性生命风险或衰老损伤控制。	heuristic-v0.1
walker-cane-crutch-fit-maintenance-continuity	C6	局部可能性解锁层	局部阻塞解除	domains/c6-local-unlocking/walker-cane-crutch-fit-maintenance-continuity	未命中更高层边界、载体、能力、转换或生态规则，暂归为具体场景的局部可能性解锁。	heuristic-v0.1
walking-bicycling-micromobility-continuity	C6	局部可能性解锁层	局部阻塞解除	domains/c6-local-unlocking/walking-bicycling-micromobility-continuity	未命中更高层边界、载体、能力、转换或生态规则，暂归为具体场景的局部可能性解锁。	heuristic-v0.1
waste-management-hazardous-materials-continuity	C6	局部可能性解锁层	局部阻塞解除	domains/c6-local-unlocking/waste-management-hazardous-materials-continuity	未命中更高层边界、载体、能力、转换或生态规则，暂归为具体场景的局部可能性解锁。	heuristic-v0.1
wastewater-pathogen-surveillance-early-warning-continuity	C5	可能性生态承载层	外部生态承载	domains/c5-ecological-substrate/wastewater-pathogen-surveillance-early-warning-continuity	关键词显示该域主要承载能源、水、食物、住房、治理、经济、通信、灾害或基础设施环境。	heuristic-v0.1
water-resources-hydrology-flood-drought-management	C5	可能性生态承载层	外部生态承载	domains/c5-ecological-substrate/water-resources-hydrology-flood-drought-management	主要提供主体展开未来所需的基础环境、资源、治理或基础设施。	heuristic-v0.1
water-sanitation-hygiene-continuity	C5	可能性生态承载层	外部生态承载	domains/c5-ecological-substrate/water-sanitation-hygiene-continuity	主要提供主体展开未来所需的基础环境、资源、治理或基础设施。	heuristic-v0.1
water-wastewater-utility-service-continuity	C5	可能性生态承载层	外部生态承载	domains/c5-ecological-substrate/water-wastewater-utility-service-continuity	主要提供主体展开未来所需的基础环境、资源、治理或基础设施。	heuristic-v0.1
wearables-continuous-sensing-personal-informatics	C3	可能性生成引擎层	主体能力生成	domains/c3-generation-engine/wearables-continuous-sensing-personal-informatics	关键词显示该域主要增强认知、学习、工具、AI、技能或沟通能力。	heuristic-v0.1
weather-climate-observation-forecasting	C5	可能性生态承载层	外部生态承载	domains/c5-ecological-substrate/weather-climate-observation-forecasting	关键词显示该域主要承载能源、水、食物、住房、治理、经济、通信、灾害或基础设施环境。	heuristic-v0.1
weatherization-insulation-air-sealing-thermal-envelope-continuity	C3	可能性生成引擎层	主体能力生成	domains/c3-generation-engine/weatherization-insulation-air-sealing-thermal-envelope-continuity	关键词显示该域主要增强认知、学习、工具、AI、技能或沟通能力。	heuristic-v0.1
welding-cutting-brazing-fume-fire-continuity	C6	局部可能性解锁层	局部阻塞解除	domains/c6-local-unlocking/welding-cutting-brazing-fume-fire-continuity	未命中更高层边界、载体、能力、转换或生态规则，暂归为具体场景的局部可能性解锁。	heuristic-v0.1
well-child-visit-preventive-care-continuity	C6	局部可能性解锁层	局部阻塞解除	domains/c6-local-unlocking/well-child-visit-preventive-care-continuity	未命中更高层边界、载体、能力、转换或生态规则，暂归为具体场景的局部可能性解锁。	heuristic-v0.1
wheelchair-scooter-battery-repair-access-continuity	C6	局部可能性解锁层	局部阻塞解除	domains/c6-local-unlocking/wheelchair-scooter-battery-repair-access-continuity	未命中更高层边界、载体、能力、转换或生态规则，暂归为具体场景的局部可能性解锁。	heuristic-v0.1
wic-benefit-redemption-infant-maternal-nutrition-continuity	C2	可能性源体维护层	生命载体维护	domains/c2-source-maintenance/wic-benefit-redemption-infant-maternal-nutrition-continuity	关键词显示该域主要维护身体、脑、器官、细胞、急性生命风险或衰老损伤控制。	heuristic-v0.1
wildfire-landscape-fire-resilience	C5	可能性生态承载层	外部生态承载	domains/c5-ecological-substrate/wildfire-landscape-fire-resilience	主要提供主体展开未来所需的基础环境、资源、治理或基础设施。	heuristic-v0.1
